site,setting,plot_type,date,species,cvr,median_height,max_height,reproduction,n_inds,n_leaf,w_weight,d_weight,n_leaf_image,area_sum,leaf_area,SLA,LDMC
K19,roslin,c,2020-08-24,Equisetum pratense,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Euphrasia wettsteinii,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Omalotheca supina,2,NA,NA,3,3,6,0.0155,0.0041,6,0.886,0.14766666666666667,216.09756097560975,0.2645161290322581
K19,roslin,c,2020-08-24,Hieracium alpinum,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Juncus trifidus,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Leontodon autumnalis,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Nardus stricta,0.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Pedicularis lapponica,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Phyllodoce caerulea,3,NA,NA,2,3,24,0.0388,0.0184,25,1.742,0.07258333333333333,94.67391304347827,0.4742268041237113
K19,roslin,c,2020-08-24,Ranunculus acris,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Rhodiola roseum,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Salix herbacea,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Selaginella selaginoides,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Sibbaldia procumbens,0.5,NA,NA,3,3,6,0.0901,0.0323,6,5.843999999999999,0.9739999999999999,180.9287925696594,0.3584905660377359
K19,roslin,c,2020-08-24,Solidago virgaurea,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Taraxacum,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Lysimachia europaea,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Trisetum spicatum,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Trollius europaeus,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Vaccinium myrtillus,3,NA,NA,2,3,6,0.0696,0.028,6,4.541,0.7568333333333334,162.17857142857144,0.4022988505747127
K19,roslin,c,2020-08-24,Vahlodea atropurpurea,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Veronica alpina,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K19,roslin,c,2020-08-24,Viola biflora,1,NA,NA,1,3,3,0.0717,0.0116,3,5.274,1.758,454.65517241379314,0.1617852161785216
K20,roslin,a,2020-08-25,Bistorta vivipara,2,1,1,2,3,3,0.1267,0.0278,3,5.455,1.8183333333333334,196.22302158273382,0.21941594317284924
K20,roslin,a,2020-08-25,Vaccinium uliginosum,5,5,7,1,3,6,0.0901,0.0342,6,4.178,0.6963333333333334,122.16374269005847,0.3795782463928968
K20,roslin,a,2020-08-25,Vaccinium vitis-idaea,2,2,3,2,3,6,0.1105,0.0444,6,3.325,0.5541666666666667,74.88738738738739,0.40180995475113124
K20,roslin,a,2020-08-25,Anthoxanthum nipponicum,0.5,10,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,a,2020-08-25,Agrostis mertensii,0.5,5,5,2,3,6,0.0912,0.0317,6,5.271,0.8785,166.2776025236593,0.3475877192982456
K20,roslin,a,2020-08-25,Antennaria dioica,15,1,2,2,3,6,0.064,0.0187,6,2.896,0.48266666666666663,154.8663101604278,0.2921875
K20,roslin,a,2020-08-25,Carex bigelowii,0.25,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,a,2020-08-25,Avenella flexuosa,0.5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,a,2020-08-25,Phyllodoce caerulea,0.5,4,4,4,3,24,0.0487,0.0234,25,2.165,0.09020833333333333,92.52136752136752,0.4804928131416838
K20,roslin,a,2020-08-25,Pyrola minor,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,a,2020-08-25,Sibbaldia procumbens,0.5,0.5,0.5,2,3,6,0.1788,0.0579,6,10.598,1.7663333333333335,183.03972366148534,0.3238255033557047
K20,roslin,a,2020-08-25,Solidago virgaurea,4,3,8,1,3,3,0.2219,0.0566,3,11.531,3.843666666666667,203.7279151943463,0.2550698512843623
K20,roslin,a,2020-08-25,Vaccinium myrtillus,1,4,7,2,3,6,0.0712,0.0273,6,4.3790000000000004,0.7298333333333334,160.40293040293042,0.38342696629213485
K20,roslin,b,2020-08-25,Bistorta vivipara,1,1,3,2,3,3,0.1267,0.0278,3,5.455,1.8183333333333334,196.22302158273382,0.21941594317284924
K20,roslin,b,2020-08-25,Festuca ovina,0.5,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Vaccinium uliginosum,6,6,14,1,3,6,0.0901,0.0342,6,4.178,0.6963333333333334,122.16374269005847,0.3795782463928968
K20,roslin,b,2020-08-25,Vaccinium vitis-idaea,2,4,9,2,3,6,0.1105,0.0444,6,3.325,0.5541666666666667,74.88738738738739,0.40180995475113124
K20,roslin,b,2020-08-25,Anthoxanthum nipponicum,0.25,7,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Agrostis mertensii,0.5,6,8,2,3,6,0.0912,0.0317,6,5.271,0.8785,166.2776025236593,0.3475877192982456
K20,roslin,b,2020-08-25,Antennaria dioica,5,1,2,2,3,6,0.064,0.0187,6,2.896,0.48266666666666663,154.8663101604278,0.2921875
K20,roslin,b,2020-08-25,Astragalus alpinus,0.25,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Bartsia alpina,0.25,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Campanula rotundifolia,0.5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Carex bigelowii,0.5,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Carex vaginata,0.5,7,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Dactylorhiza viridis,0.25,3.5,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Avenella flexuosa,0.5,8,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Equisetum pratense,0.25,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Euphrasia wettsteinii,0.25,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Omalotheca supina,0.25,0.5,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Hieracium alpinum,0.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Nardus stricta,2,6,9,3,3,6,0.1146,0.0512,6,3.273,0.5455,63.92578125,0.44677137870855155
K20,roslin,b,2020-08-25,Phyllodoce caerulea,10,8,14,4,3,24,0.0487,0.0234,25,2.165,0.09020833333333333,92.52136752136752,0.4804928131416838
K20,roslin,b,2020-08-25,Pyrola minor,0.5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Ranunculus acris,0.25,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Saussurea alpina,0.5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Sibbaldia procumbens,1,2,5,2,3,6,0.1788,0.0579,6,10.598,1.7663333333333335,183.03972366148534,0.3238255033557047
K20,roslin,b,2020-08-25,Solidago virgaurea,2,3,6,1,3,3,0.2219,0.0566,3,11.531,3.843666666666667,203.7279151943463,0.2550698512843623
K20,roslin,b,2020-08-25,Taraxacum,0.5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Lysimachia europaea,0.5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Trollius europaeus,0.5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,b,2020-08-25,Vaccinium myrtillus,3,6,13,2,3,6,0.0712,0.0273,6,4.3790000000000004,0.7298333333333334,160.40293040293042,0.38342696629213485
K20,roslin,b,2020-08-25,Viola biflora,0.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Betula nana,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Bistorta vivipara,3,NA,NA,2,3,3,0.1267,0.0278,3,5.455,1.8183333333333334,196.22302158273382,0.21941594317284924
K20,roslin,c,2020-08-25,Festuca ovina,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Vaccinium uliginosum,3,NA,NA,1,3,6,0.0901,0.0342,6,4.178,0.6963333333333334,122.16374269005847,0.3795782463928968
K20,roslin,c,2020-08-25,Vaccinium vitis-idaea,1,NA,NA,2,3,6,0.1105,0.0444,6,3.325,0.5541666666666667,74.88738738738739,0.40180995475113124
K20,roslin,c,2020-08-25,Anthoxanthum nipponicum,0.25,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Agrostis mertensii,0.5,NA,NA,2,3,6,0.0912,0.0317,6,5.271,0.8785,166.2776025236593,0.3475877192982456
K20,roslin,c,2020-08-25,Alchemilla murbeckiana,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Antennaria alpina,0.25,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Antennaria dioica,3,NA,NA,2,3,6,0.064,0.0187,6,2.896,0.48266666666666663,154.8663101604278,0.2921875
K20,roslin,c,2020-08-25,Astragalus alpinus,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Bartsia alpina,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Campanula rotundifolia,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Carex bigelowii,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Carex vaginata,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Cerastium alpinum,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Dactylorhiza viridis,0.25,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Deschampsia cespitosa,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Avenella flexuosa,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Equisetum pratense,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Euphrasia wettsteinii,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Geranium sylvaticum,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Omalotheca supina,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Hieracium alpinum,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Nardus stricta,10,NA,NA,3,3,6,0.1146,0.0512,6,3.273,0.5455,63.92578125,0.44677137870855155
K20,roslin,c,2020-08-25,Parnassia palustris,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Phleum alpinum,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Phyllodoce caerulea,5,NA,NA,4,3,24,0.0487,0.0234,25,2.165,0.09020833333333333,92.52136752136752,0.4804928131416838
K20,roslin,c,2020-08-25,Poa alpina,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Potentilla crantzii,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Pyrola minor,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Ranunculus acris,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Salix reticulata,0.25,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Saussurea alpina,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Selaginella selaginoides,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Sibbaldia procumbens,1,NA,NA,2,3,6,0.1788,0.0579,6,10.598,1.7663333333333335,183.03972366148534,0.3238255033557047
K20,roslin,c,2020-08-25,Solidago virgaurea,2,NA,NA,1,3,3,0.2219,0.0566,3,11.531,3.843666666666667,203.7279151943463,0.2550698512843623
K20,roslin,c,2020-08-25,Taraxacum,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Thalictrum alpinum,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Lysimachia europaea,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Trollius europaeus,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Vaccinium myrtillus,3,NA,NA,2,3,6,0.0712,0.0273,6,4.3790000000000004,0.7298333333333334,160.40293040293042,0.38342696629213485
K20,roslin,c,2020-08-25,Veronica alpina,0.25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K20,roslin,c,2020-08-25,Viola biflora,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Empetrum nigrum,1,3,5,3,3,30,0.0381,0.0152,30,1.391,0.04636666666666667,91.51315789473685,0.3989501312335958
K29,roslin,a,2020-08-18,Festuca ovina,0.25,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Vaccinium vitis-idaea,4,6,6,1,4,8,0.2335,0.0999,8,7.135,0.891875,71.42142142142141,0.4278372591006424
K29,roslin,a,2020-08-18,Anthoxanthum nipponicum,0.5,15,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Betula pubescens,10,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Campanula rotundifolia,0.5,13,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Cirsium heterophyllum,3,8,8,1,3,3,3.4305,0.3831,3,128.709,42.903,335.9671104150353,0.11167468299081766
K29,roslin,a,2020-08-18,Cornus suecica,3,5,5,4,3,6,0.3104,0.0874,6,20.502,3.417,234.57665903890157,0.2815721649484536
K29,roslin,a,2020-08-18,Avenella flexuosa,0.5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Geranium sylvaticum,20,16,22,3,3,3,2.3603,0.6365,3,135.445,45.14833333333333,212.79654359780048,0.26966910985891623
K29,roslin,a,2020-08-18,Linnaea borealis,0.5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Luzula pilosa,7,4,7,2,3,3,0.5489,0.1289,3,26.792,8.930666666666667,207.85104732350663,0.23483330296957547
K29,roslin,a,2020-08-18,Melampyrum sylvaticum,1,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Pyrola minor,2,3,3,2,3,3,0.2666,0.0864,3,14.227,4.742333333333334,164.66435185185185,0.3240810202550638
K29,roslin,a,2020-08-18,Saussurea alpina,5,7,10,2,3,3,1.2288,0.1661,3,40.859,13.619666666666667,245.9903672486454,0.13517252604166669
K29,roslin,a,2020-08-18,Solidago virgaurea,5,4,5,1,3,3,0.3842,0.0782,3,22.846,7.615333333333333,292.1483375959079,0.20353982300884957
K29,roslin,a,2020-08-18,Lysimachia europaea,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,a,2020-08-18,Trollius europaeus,10,11,22,3,3,3,2.6635,0.6044,3,116.848,38.949333333333335,193.3289212442091,0.22691946686690448
K29,roslin,a,2020-08-18,Viola biflora,7,2,6,3,3,3,0.3766,0.0562,3,25.814,8.604666666666667,459.3238434163701,0.1492299522039299
K29,roslin,b,2020-08-18,Bistorta vivipara,0.5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Empetrum nigrum,1,7,11,3,3,30,0.0381,0.0152,30,1.391,0.04636666666666667,91.51315789473685,0.3989501312335958
K29,roslin,b,2020-08-18,Festuca ovina,0.5,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Vaccinium uliginosum,1,13,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Vaccinium vitis-idaea,4,7,10,1,4,8,0.2335,0.0999,8,7.135,0.891875,71.42142142142141,0.4278372591006424
K29,roslin,b,2020-08-18,Anthoxanthum nipponicum,0.5,10,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Bartsia alpina,0.25,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Betula pubescens,10,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Campanula rotundifolia,0.5,9,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Carex vaginata,0.5,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Cerastium fontanum,0.25,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Cirsium heterophyllum,15,6,20,1,3,3,3.4305,0.3831,3,128.709,42.903,335.9671104150353,0.11167468299081766
K29,roslin,b,2020-08-18,Cornus suecica,5,11,15,4,3,6,0.3104,0.0874,6,20.502,3.417,234.57665903890157,0.2815721649484536
K29,roslin,b,2020-08-18,Avenella flexuosa,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Geranium sylvaticum,5,10,22,3,3,3,2.3603,0.6365,3,135.445,45.14833333333333,212.79654359780048,0.26966910985891623
K29,roslin,b,2020-08-18,Juniperus communis,1,23,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Linnaea borealis,0.5,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Luzula pilosa,3,5,7,2,3,3,0.5489,0.1289,3,26.792,8.930666666666667,207.85104732350663,0.23483330296957547
K29,roslin,b,2020-08-18,Melampyrum sylvaticum,0.5,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Pedicularis lapponica,0.25,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Pyrola minor,1,3,4,2,3,3,0.2666,0.0864,3,14.227,4.742333333333334,164.66435185185185,0.3240810202550638
K29,roslin,b,2020-08-18,Saussurea alpina,4,7,10,2,3,3,1.2288,0.1661,3,40.859,13.619666666666667,245.9903672486454,0.13517252604166669
K29,roslin,b,2020-08-18,Selaginella selaginoides,0.25,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Solidago virgaurea,1,4,5,1,3,3,0.3842,0.0782,3,22.846,7.615333333333333,292.1483375959079,0.20353982300884957
K29,roslin,b,2020-08-18,Taraxacum,0.5,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Lysimachia europaea,0.25,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Trollius europaeus,3,15,31,3,3,3,2.6635,0.6044,3,116.848,38.949333333333335,193.3289212442091,0.22691946686690448
K29,roslin,b,2020-08-18,Vaccinium myrtillus,1,17,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,b,2020-08-18,Viola biflora,10,3,6,3,3,3,0.3766,0.0562,3,25.814,8.604666666666667,459.3238434163701,0.1492299522039299
K29,roslin,c,2020-08-18,Bistorta vivipara,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Empetrum nigrum,1,NA,NA,3,3,30,0.0381,0.0152,30,1.391,0.04636666666666667,91.51315789473685,0.3989501312335958
K29,roslin,c,2020-08-18,Festuca ovina,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Vaccinium uliginosum,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Vaccinium vitis-idaea,4,NA,NA,1,4,8,0.2335,0.0999,8,7.135,0.891875,71.42142142142141,0.4278372591006424
K29,roslin,c,2020-08-18,Anthoxanthum nipponicum,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Antennaria dioica,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Astragalus alpinus,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Bartsia alpina,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Betula pubescens,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Campanula rotundifolia,0.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Carex vaginata,0.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Cerastium fontanum,0.25,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Cirsium heterophyllum,10,NA,NA,1,3,3,3.4305,0.3831,3,128.709,42.903,335.9671104150353,0.11167468299081766
K29,roslin,c,2020-08-18,Cornus suecica,5,NA,NA,4,3,6,0.3104,0.0874,6,20.502,3.417,234.57665903890157,0.2815721649484536
K29,roslin,c,2020-08-18,Avenella flexuosa,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Geranium sylvaticum,7,NA,NA,3,3,3,2.3603,0.6365,3,135.445,45.14833333333333,212.79654359780048,0.26966910985891623
K29,roslin,c,2020-08-18,Juniperus communis,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Linnaea borealis,0.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Luzula pilosa,3,NA,NA,2,3,3,0.5489,0.1289,3,26.792,8.930666666666667,207.85104732350663,0.23483330296957547
K29,roslin,c,2020-08-18,Melampyrum sylvaticum,0.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Pedicularis lapponica,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Pyrola minor,0.5,NA,NA,2,3,3,0.2666,0.0864,3,14.227,4.742333333333334,164.66435185185185,0.3240810202550638
K29,roslin,c,2020-08-18,Saussurea alpina,4,NA,NA,2,3,3,1.2288,0.1661,3,40.859,13.619666666666667,245.9903672486454,0.13517252604166669
K29,roslin,c,2020-08-18,Selaginella selaginoides,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Solidago virgaurea,0.5,NA,NA,1,3,3,0.3842,0.0782,3,22.846,7.615333333333333,292.1483375959079,0.20353982300884957
K29,roslin,c,2020-08-18,Taraxacum,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Lysimachia europaea,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Trollius europaeus,3,NA,NA,3,3,3,2.6635,0.6044,3,116.848,38.949333333333335,193.3289212442091,0.22691946686690448
K29,roslin,c,2020-08-18,Vaccinium myrtillus,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
K29,roslin,c,2020-08-18,Viola biflora,10,NA,NA,3,3,3,0.3766,0.0562,3,25.814,8.604666666666667,459.3238434163701,0.1492299522039299
K30,roslin,a,2020-08-19,Empetrum nigrum,10,6,9,3,3,30,0.0635,0.0245,31,1.953,0.0651,79.71428571428571,0.38582677165354334
K30,roslin,a,2020-08-19,Vaccinium vitis-idaea,2,3,3,2,3,6,0.0949,0.0401,6,2.945,0.4908333333333333,73.44139650872818,0.42255005268703894
K30,roslin,a,2020-08-19,Avenella flexuosa,1,5,7,1,3,6,0.089,0.0296,6,2.6670000000000003,0.44450000000000006,90.10135135135135,0.3325842696629214
K30,roslin,a,2020-08-19,Vaccinium myrtillus,3,10,10,4,3,6,0.0559,0.0244,6,3.752,0.6253333333333333,153.77049180327867,0.43649373881932024
K30,roslin,b,2020-08-19,Empetrum nigrum,30,7,15,3,3,30,0.0635,0.0245,31,1.953,0.0651,79.71428571428571,0.38582677165354334
K30,roslin,b,2020-08-19,Vaccinium vitis-idaea,2,8,11,2,3,6,0.0949,0.0401,6,2.945,0.4908333333333333,73.44139650872818,0.42255005268703894
K30,roslin,b,2020-08-19,Avenella flexuosa,0.5,5,8,1,3,6,0.089,0.0296,6,2.6670000000000003,0.44450000000000006,90.10135135135135,0.3325842696629214
K30,roslin,b,2020-08-19,Linnaea borealis,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K30,roslin,b,2020-08-19,Lysimachia europaea,0.5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
